id,firstname,lastname,age,zodiac,birthday,phone,email,country,city,country_code,state
03280088-f1bf-473b-9a1d-a58d95dafe2d,Danny,Fadel,3,Cancer,2021-01-14,(717) 017-8565,Danny_Fadel55@hotmail.com,Zimbabwe,Castro Valley,ZW,New Hampshire
633ac291-ea50-49d9-b9c8-e0a3db8b8c88,Vincent,Watsica,3,Pisces,2020-08-20,(340) 764-2450,Vincent_Watsica@yahoo.com,Gabon,Juwanside,LU,Utah
43e31ac3-02c7-4a57-8d2a-d03d60976b35,Marvin,Hand,3,Taurus,2021-04-12,(210) 779-5948,Marvin43@yahoo.com,Ghana,Rogerfort,MT,Illinois
10f13fb7-a00e-4f19-8449-f3f854d4fac7,Kim,Monahan,3,Scorpio,2020-12-12,(648) 113-6911,Kim.Monahan94@hotmail.com,Timor-Leste,Camarillo,MM,New Hampshire
4f25e31d-c06f-4693-be80-3f21c7491b59,Kellie,Hoppe,3,Scorpio,2021-03-19,(592) 422-6862,Kellie45@hotmail.com,Georgia,Micheleberg,AR,Ohio
964f5514-f123-4d0b-bc20-87f7e18595d3,Carrie,Murray,3,Sagittarius,2020-11-19,(198) 127-9365,Carrie.Murray35@gmail.com,Timor-Leste,South Blaketon,RW,Montana
30c3239b-387a-4e89-8ccd-aabbbb255833,Darrell,Zboncak,4,Leo,2020-02-09,(067) 884-0975,Darrell72@hotmail.com,Saint Martin,Fort Shawn,ER,North Carolina
1cfd95bb-2b6d-40ab-85b1-cf22b3ba7950,Sandra,Schimmel,4,Aries,2019-05-16,(352) 554-4339,Sandra69@gmail.com,Thailand,Bartellshire,NI,Oregon
b4ce11fd-a9a0-4634-b1ff-64f84654ed26,Cameron,Littel,4,Cancer,2019-07-01,(649) 190-9502,Cameron_Littel81@yahoo.com,Marshall Islands,New Rochelle,KW,Missouri
4c0b619d-7ec1-4b14-8cf7-478c70066fdd,Amber,Zemlak,4,Cancer,2019-06-23,(272) 919-8312,Amber.Zemlak55@yahoo.com,Central African Republic,Fort Pattie,SH,Minnesota
fb7e4d18-5fee-4867-b16d-ce68d141eeda,Vincent,Wuckert,4,Cancer,2019-06-20,(407) 871-7348,Vincent_Wuckert@hotmail.com,Cote d'Ivoire,West Abigale,KW,Utah
7ddcb75e-b95d-42cd-92e5-7511503fcf92,Mable,Nader,4,Gemini,2019-10-08,(577) 886-0043,Mable_Nader73@yahoo.com,Saint Barthelemy,Hattiesburg,TT,Florida
409b082b-b364-4661-84ca-bfe270052a82,Guillermo,Grant,4,Gemini,2019-06-15,(090) 179-3616,Guillermo_Grant@yahoo.com,Wallis and Futuna,South Jessieport,MU,Virginia
7cf8dfeb-6372-48ba-8479-f6ef02bfa70f,Wilbert,Mitchell,4,Gemini,2019-05-09,(024) 288-6948,Wilbert.Mitchell@yahoo.com,Saint Lucia,Toms River,GT,Maine
819e5835-5fec-444f-b0a4-ea1dd6ee0b1b,Dale,Schroeder,4,Gemini,2020-02-19,(606) 064-7055,Dale72@yahoo.com,Tuvalu,Port Vickybury,PM,North Carolina
720f821e-bd80-4270-b774-5014a76037a8,Susan,Jones,4,Pisces,2019-11-02,(646) 521-2315,Susan_Jones76@yahoo.com,Antarctica,Lambertbury,US,Nebraska
eba47b0c-5944-481b-a896-65dd83605752,Isabel,Moore,4,Taurus,2019-05-27,(733) 841-6454,Isabel14@yahoo.com,Montserrat,Roycester,HU,Massachusetts
f1d223f6-d226-4a7a-8fa3-583be03eae25,Susan,Kulas,4,Aquarius,2020-04-11,(411) 916-5347,Susan_Kulas46@yahoo.com,Cameroon,Frederickborough,BW,New Jersey
50c5b5c5-a3e1-4f97-a540-ff073d1967ca,Julian,Kuphal,4,Aquarius,2020-03-05,(782) 673-6619,Julian_Kuphal81@hotmail.com,France,Millcreek,AU,Arizona
03d7d6ef-454a-475e-8d2e-f97b5c14de94,Maryann,McDermott,4,Capricorn,2019-09-12,(217) 268-5854,Maryann_McDermott96@hotmail.com,Slovenia,Judahstad,BE,Iowa
077ead64-4147-4eb6-a942-ef4f8064068b,Charlene,Schroeder,4,Sagittarius,2019-05-21,(460) 030-8400,Charlene.Schroeder39@gmail.com,France,North Lenoraport,TF,New York
a1cabf79-75e1-4a1a-974c-5abd9262ce3b,Doyle,Fisher,5,Leo,2018-05-24,(186) 904-6187,Doyle81@yahoo.com,Botswana,New Reed,JE,Illinois
f076522a-5ab7-4db2-8ec3-6b3f2e9f7704,Anne,Swaniawski,5,Aries,2018-05-03,(490) 518-2719,Anne_Swaniawski98@hotmail.com,Czechia,Elinoreburgh,AD,Arizona
5778c64a-e36d-4bb5-9449-42ebdfb40eae,Carmen,Rolfson,5,Libra,2018-12-17,(618) 614-5204,Carmen95@yahoo.com,North Macedonia,Norman,IS,Idaho
81be5ce2-656f-46ae-84ae-94ca0ae0152f,Marie,Legros,5,Libra,2019-04-18,(673) 892-5150,Marie_Legros@hotmail.com,New Caledonia,West Rachael,DK,Tennessee
d1379933-9604-4158-bd1b-a7189fcac18a,Salvatore,Jenkins,5,Libra,2019-01-22,(392) 734-6362,Salvatore_Jenkins@hotmail.com,Barbados,Skokie,LC,Wyoming
5693b3f9-81f7-4ca7-ae67-509ad8b82a57,Nelson,Mertz,5,Libra,2018-05-15,(796) 616-9837,Nelson9@gmail.com,Uganda,Volkmanton,NU,Wisconsin
3840cd64-459e-4599-a535-6ea06b37d7ef,Jeanette,Jenkins,5,Cancer,2019-03-16,(140) 261-3420,Jeanette91@hotmail.com,Tanzania,Port Cobystad,CL,Virginia
27df9a16-2fb6-498d-9518-1f4049bf4123,Lindsey,Kihn,5,Cancer,2018-09-26,(879) 840-8542,Lindsey92@yahoo.com,Faroe Islands,Manntown,BV,Montana
6ed5c052-a3fc-43fe-8387-d13cc31fe669,Sheri,Stokes,5,Gemini,2018-05-12,(009) 007-9839,Sheri1@gmail.com,Haiti,New Ericashire,GE,New Hampshire
3fb77747-97a8-4d5d-a713-e8143459dc66,Sonya,Kohler,5,Scorpio,2019-01-18,(308) 115-4249,Sonya_Kohler@yahoo.com,Czechia,East Ashtonworth,PF,Texas
b7f5f7bf-4187-4049-bfa1-e076b50ce930,Craig,Brakus,5,Scorpio,2018-12-28,(180) 496-7878,Craig47@gmail.com,Democratic People's Republic of Korea,Marvinborough,SC,Ohio
45e72e83-e24e-4fde-9a5f-d7728cecfd18,Felipe,Kessler,5,Scorpio,2019-01-01,(010) 433-6818,Felipe_Kessler@gmail.com,Bermuda,Kalebview,CL,Washington
37673ad9-cdde-4d62-98af-12149c8614f4,Annie,Sawayn,6,Libra,2017-10-05,(399) 936-3200,Annie_Sawayn59@gmail.com,Democratic Republic of the Congo,Youngstown,VG,New Hampshire
72d9b5e8-3ffb-4b9c-b4a7-059a085521ef,Kate,Klein,6,Virgo,2017-11-01,(658) 209-1030,Kate.Klein@hotmail.com,Mongolia,West Keelyberg,IT,South Dakota
377d4564-03e5-43ac-afc4-6a0f5973d1f1,Alexander,Deckow,6,Gemini,2018-03-04,(279) 429-2202,Alexander.Deckow81@yahoo.com,Mauritius,Uptonborough,NG,Idaho
80e461bf-6afe-4699-b037-8a76cdecf436,Matthew,Bauch,6,Pisces,2017-06-12,(801) 884-2684,Matthew.Bauch@gmail.com,Australia,Aldaview,SH,Kentucky
da2d672e-27fd-4f18-b8f8-2a901a198eb3,Terry,Schumm,6,Aquarius,2017-05-17,(073) 280-1264,Terry.Schumm@hotmail.com,Estonia,West Hollisland,NZ,West Virginia
ea85f7ef-13bd-4032-8987-1d93b7de9e49,Ebony,Cartwright,6,Capricorn,2017-06-05,(843) 305-4880,Ebony37@gmail.com,Lithuania,Lake Maxwellfurt,SJ,Wisconsin
ba667e24-8ef3-49b7-adc1-f33ed27a395e,Rochelle,Erdman,6,Sagittarius,2018-03-24,(158) 674-3608,Rochelle_Erdman65@hotmail.com,Guernsey,West Herbertburgh,GP,Maryland
ac492314-31c8-4c34-8a72-ac62cfb3cace,Kari,Krajcik,7,Leo,2016-07-25,(293) 141-6247,Kari_Krajcik@gmail.com,Barbados,South Jaylonstad,NU,Kentucky
b6129785-a39b-477d-b308-0b8a32434270,Rene,Satterfield,7,Leo,2016-12-17,(048) 580-8781,Rene.Satterfield@yahoo.com,France,Lake Horacioshire,CY,Michigan
36a8025d-1d70-4863-b8e4-2895c8e6ce80,Toni,Collier,7,Aries,2016-10-09,(112) 017-6633,Toni19@yahoo.com,Ukraine,Carterton,MV,Washington
fc9d9d60-035f-4882-b12f-d6078461b033,Gina,Goyette,7,Aries,2016-09-19,(416) 157-3062,Gina58@gmail.com,El Salvador,Armanitown,SA,Arizona
08dfae52-f4b3-4c89-aa4d-eece2b773bc0,Robin,Cormier,7,Libra,2017-03-05,(341) 485-0004,Robin.Cormier29@yahoo.com,Brazil,Cristianport,BR,Utah
7d25b60d-3670-4162-90a7-14f9dde05e66,Freddie,Pagac,7,Cancer,2017-01-21,(428) 117-0989,Freddie_Pagac@gmail.com,Croatia,Jakobburgh,DE,Delaware
0a257607-e2f7-48d8-8fba-2a7c7dbced07,Jeannie,Sporer,7,Gemini,2016-11-29,(378) 538-6452,Jeannie.Sporer55@yahoo.com,Cameroon,Port Stacyville,LK,Vermont
ae3ad86a-b2ab-4c46-90bd-119af1642fd5,Ruth,Erdman,7,Taurus,2017-01-21,(257) 615-0727,Ruth_Erdman52@yahoo.com,Cyprus,Lake Dinofurt,VE,Alaska
fd5af98f-3a7b-4810-bc8e-bea62472e8d8,Kari,Marvin,7,Taurus,2017-04-08,(277) 057-1185,Kari42@hotmail.com,Denmark,Irondequoit,VA,Delaware
b1c47e93-7ab5-43a5-9147-374ee4d92a46,Vernon,Wiegand,7,Capricorn,2016-11-08,(316) 349-3523,Vernon_Wiegand@gmail.com,Ukraine,Lake Kaitlin,FI,Michigan
01002d73-ca94-4962-8e6f-06882a67d442,Jimmie,Parisian,7,Capricorn,2016-07-02,(034) 990-4409,Jimmie.Parisian78@gmail.com,Republic of Korea,South Remington,BG,North Dakota
dc2d4c57-7adb-42d8-b2cb-fc70ecc63757,Johnnie,Reynolds,7,Sagittarius,2016-09-07,(310) 032-3519,Johnnie.Reynolds23@gmail.com,Japan,Deckowland,MH,Mississippi
454a3a4e-63f1-4a8a-93c6-43cd6cfb2c65,Alonzo,Klocko,7,Sagittarius,2016-11-20,(180) 278-9479,Alonzo_Klocko70@gmail.com,Libyan Arab Jamahiriya,Maystead,BY,Texas
788ab0d5-0d2e-4f2b-b60f-1d674f522845,Stacy,Stark,8,Aries,2015-12-17,(084) 300-1126,Stacy.Stark11@hotmail.com,Cyprus,New Antwon,VE,South Carolina
90950d0e-9492-41cc-88c0-9f0d5c94e369,Viola,Jerde,8,Aries,2016-02-06,(535) 032-2403,Viola32@gmail.com,Burkina Faso,East Sydneyhaven,JM,Iowa
1f94d20c-6347-4c7c-a2ae-87e524c42589,April,Wyman,8,Virgo,2016-03-15,(193) 639-5553,April.Wyman@hotmail.com,Falkland Islands (Malvinas),Finnfort,KY,Alaska
530f3b51-6081-4a08-b0ee-16b972255e0d,Ramona,Cassin,8,Virgo,2015-07-19,(868) 260-7106,Ramona31@gmail.com,Nicaragua,Dooleyburgh,TM,Pennsylvania
052944bc-9aa4-4d46-ab2e-66e778590aec,Iris,Monahan,8,Scorpio,2016-01-17,(740) 967-4806,Iris.Monahan@gmail.com,Somalia,Rubyefort,MZ,South Carolina
14964f6b-f043-4558-89e9-517ae0bd4b46,Georgia,Hills-Schuppe,8,Scorpio,2016-01-22,(103) 865-9212,Georgia_Hills-Schuppe21@gmail.com,Marshall Islands,Fort Nichole,SO,Arkansas
a7c54e82-2e44-445f-ae12-aa426399d050,Lorena,Shields,8,Capricorn,2016-03-02,(635) 222-0292,Lorena92@gmail.com,Belarus,Spinkaberg,NZ,California
28910e52-8b8a-4307-9bb5-f49c70c3e90c,Deanna,Medhurst,8,Sagittarius,2015-06-28,(346) 942-2006,Deanna.Medhurst@gmail.com,Jersey,Lake Brandyn,PR,Mississippi
76d1fc08-5f28-45f3-92b2-664eb2810fcf,Georgia,Batz,9,Leo,2014-09-20,(094) 200-2664,Georgia.Batz@yahoo.com,Jamaica,Lake Libbie,BR,Arizona
551d3599-1b48-404b-b1ea-a022265ee524,Gail,Parisian,9,Leo,2014-07-04,(395) 089-0486,Gail_Parisian@gmail.com,Libyan Arab Jamahiriya,Fort Declan,LK,New Jersey
26699960-4c4d-4102-aee8-790c9ef92b72,Rolando,Dooley,9,Leo,2014-10-31,(124) 443-8049,Rolando.Dooley88@yahoo.com,Democratic People's Republic of Korea,Rutherfordside,VC,Nebraska
d03f7d0f-18e5-4e43-a670-df415bb0fc9b,Israel,Cummerata,9,Libra,2014-06-07,(745) 262-1386,Israel.Cummerata29@hotmail.com,Philippines,New Jeramy,KE,Montana
c0b38b8e-95df-40f4-a8e9-48f8b07d35ba,Tracy,Lind,9,Virgo,2014-07-30,(081) 784-3715,Tracy_Lind@hotmail.com,Saint Barthelemy,Barnstable Town,EC,Idaho
1cb5055a-aabf-4775-9f4b-5f544e369929,Florence,Crist-Rodriguez,9,Virgo,2014-06-18,(888) 802-7197,Florence.Crist-Rodriguez@gmail.com,Paraguay,Hassiefurt,SO,Alabama
261aa067-879a-405a-a283-6673f45d80aa,Katie,Terry,9,Cancer,2014-05-10,(795) 244-8383,Katie_Terry@yahoo.com,South Georgia and the South Sandwich Islands,Greenwood,HM,Iowa
88580361-ddec-47d0-8265-55dc44d28240,Kayla,Shields,9,Cancer,2014-12-12,(564) 127-5739,Kayla59@hotmail.com,Sri Lanka,Port Nettiehaven,ST,North Carolina
8d7026df-0665-4b73-9a26-371071ffc758,Dolores,Ritchie,9,Pisces,2014-08-17,(506) 030-2441,Dolores_Ritchie@yahoo.com,Lebanon,Karsonview,TJ,Florida
90a9a67e-03f1-457c-b6fb-45252599f891,Corey,Zulauf,9,Taurus,2014-05-07,(272) 483-6240,Corey_Zulauf@gmail.com,Indonesia,Gusikowskifurt,US,Ohio
68ce735b-a1e3-4aa5-bd6d-4354f1f721ec,Timothy,Beatty,9,Taurus,2014-05-20,(293) 277-7923,Timothy28@gmail.com,Venezuela,Camilastead,MH,Minnesota
902abb5f-faf8-402e-b672-d3a315958fee,Priscilla,Zemlak,9,Taurus,2015-01-11,(169) 273-0306,Priscilla91@yahoo.com,Hungary,New Mariettaworth,GA,Louisiana
431e392b-2c7c-4d18-a695-c4a33b9af74b,Harold,Wintheiser,9,Capricorn,2014-11-23,(821) 762-4464,Harold_Wintheiser44@yahoo.com,Honduras,North Cora,MF,Texas
9fce1414-e443-4680-b7b8-4f050bed2067,Carroll,Leannon-Kozey,9,Capricorn,2015-01-17,(361) 007-1954,Carroll_Leannon-Kozey48@yahoo.com,Norway,East Aubree,BB,Alabama
5fac1a92-79f9-444f-a8d2-841ea671d7f8,Lonnie,O'Hara,9,Capricorn,2014-06-15,(742) 782-1359,Lonnie.OHara48@yahoo.com,Burkina Faso,Krischester,PF,New Hampshire
00288584-7480-4954-9a6b-65e091265e07,Karla,Collier,9,Sagittarius,2014-12-19,(066) 963-7429,Karla_Collier71@hotmail.com,United Arab Emirates,Russelton,TZ,Vermont
c72e0799-32ac-4f5d-b68e-f654fc5fbfff,Lyle,Kemmer,9,Sagittarius,2014-06-07,(813) 095-7702,Lyle_Kemmer8@gmail.com,South Africa,Harveyhaven,PL,Montana
87c70b97-e6a8-4838-bf5a-28c29a7a3b26,Noah,Murazik,10,Leo,2013-07-15,(433) 013-8198,Noah72@hotmail.com,Myanmar,Stammview,LR,Minnesota
7f74f91d-81d1-42e7-a1ae-4a08129890ec,Violet,Abshire,10,Libra,2013-05-01,(411) 030-1175,Violet8@yahoo.com,French Polynesia,Lake Trentonfurt,YT,Alabama
cfeb227a-0c36-41f3-b881-c5002e9fdfe0,Amanda,Little,10,Virgo,2013-07-04,(689) 556-6992,Amanda74@gmail.com,Guinea-Bissau,Klockochester,IQ,Hawaii
d3a3adc6-a5f0-4626-b466-fb293ff215a7,Richard,Nitzsche,10,Pisces,2014-04-18,(502) 468-7306,Richard.Nitzsche76@gmail.com,Somalia,New Mateoberg,AU,Louisiana
cda5261f-857b-44f8-bc28-cd360c9b9b44,Rosie,Barton,10,Taurus,2013-05-18,(756) 141-9529,Rosie.Barton@hotmail.com,Honduras,Stefanstad,AR,Washington
ca0ea1d4-731a-4fe2-b97a-109239cd458e,Elisa,Gulgowski,10,Scorpio,2014-04-02,(547) 105-6952,Elisa22@yahoo.com,Eritrea,North Myrtie,VC,Washington
11fa29ef-e6ef-4eb1-8f28-5ba2562a119d,Rebecca,Nolan,10,Aquarius,2013-09-14,(762) 940-5366,Rebecca.Nolan69@yahoo.com,United Kingdom,Bodefort,KM,New Hampshire
346a3267-6c2d-4787-9032-7924238fb725,Lillie,Mayer,10,Aquarius,2013-11-17,(545) 589-2255,Lillie52@hotmail.com,Pitcairn Islands,Marysville,ET,Maine
90fce577-0d5e-4775-a939-4acf6cfd4531,Douglas,Corwin,10,Capricorn,2013-11-29,(646) 579-5763,Douglas.Corwin@gmail.com,Eswatini,West Enaview,SC,Ohio
662e07e2-f6ec-4ad8-940d-48d9df410c5c,Diana,Gleason,10,Sagittarius,2013-10-25,(597) 373-7953,Diana_Gleason@hotmail.com,Djibouti,Gilbertfort,SN,Montana
8733a372-dd8e-4a4f-982b-df5057c2ed42,Judith,Douglas,11,Leo,2012-10-04,(529) 119-2570,Judith65@yahoo.com,Saint Martin,Austin,AS,Indiana
c5b174bc-f8f0-4eef-8eb6-e888166cdddc,Kenny,Howe,11,Leo,2012-05-06,(535) 328-1707,Kenny.Howe@yahoo.com,Tunisia,East Jason,LY,Colorado
20510750-3070-477b-bc8e-29952c7b80b3,Eleanor,Hoppe,11,Aries,2012-08-23,(247) 437-5101,Eleanor_Hoppe24@yahoo.com,Wallis and Futuna,New Elbert,BR,Nevada
e8219f6a-96f3-4ac3-b5e1-e8a5cad34aea,Jim,Doyle,11,Libra,2012-12-16,(723) 406-0231,Jim_Doyle@hotmail.com,French Guiana,South Kariane,VE,Indiana
38aaa5e5-8123-4fcd-a70b-f857bb4d5be1,Stacy,Larson,11,Scorpio,2012-06-21,(039) 717-5726,Stacy24@hotmail.com,Tanzania,Orange,CA,New York
e1c9c793-d584-4d5b-ae1c-df190f231628,Gregory,Murphy,11,Scorpio,2012-09-08,(185) 157-3842,Gregory64@gmail.com,Niger,North Camren,LT,Montana
f2757767-4142-4e04-a457-d4a6b146b46a,Clyde,Jacobi,11,Scorpio,2013-04-03,(096) 453-1160,Clyde_Jacobi58@yahoo.com,Djibouti,Livonia,TZ,Mississippi
5d8a3feb-bf99-43e5-b9c8-1d47d191188b,Vicky,Zemlak,11,Aquarius,2013-03-23,(161) 735-1559,Vicky_Zemlak@yahoo.com,Gibraltar,Kasandramouth,AF,New Jersey
2d942ea8-7465-4175-8451-2c89e17f3eb1,Kim,Klocko,11,Sagittarius,2012-10-11,(452) 129-9731,Kim39@gmail.com,Tunisia,Owensboro,DJ,Wisconsin
83a6232e-0dc0-4f28-a595-897e61a43ca8,Damon,Anderson,12,Leo,2011-09-13,(323) 065-8174,Damon.Anderson@gmail.com,Bulgaria,South Estevanville,AO,Oregon
a53918f0-3eab-4c00-96be-bc1389ce9948,Carroll,Herzog,12,Libra,2011-08-06,(829) 927-9030,Carroll_Herzog@gmail.com,Sweden,South Marshall,SS,Massachusetts
927042d0-b45d-4350-962e-50693794ad03,Dixie,Fahey,12,Virgo,2012-01-21,(759) 464-0897,Dixie92@hotmail.com,United Arab Emirates,Coryport,BH,Maine
289afb58-dd01-48de-8c01-d64e41df472e,Ernestine,Spencer,12,Gemini,2011-08-29,(222) 806-3393,Ernestine_Spencer95@gmail.com,North Macedonia,Hoffman Estates,VU,Montana
c77b69f5-7db4-4981-b487-5cf6cc6b7dc1,Brittany,Deckow,12,Pisces,2011-12-20,(403) 062-8572,Brittany.Deckow@hotmail.com,Israel,Eribertobury,EG,Indiana
ab07824c-40a4-473b-ac92-1e469cb6cded,Linda,Wintheiser,12,Pisces,2011-05-01,(566) 592-1733,Linda19@hotmail.com,Pitcairn Islands,North Robertshire,ZM,Massachusetts
51006eed-eca6-4f14-bde4-dfc7384b86b2,Lionel,Walsh,12,Aquarius,2011-10-20,(610) 584-0293,Lionel_Walsh@hotmail.com,Mauritania,Schusterton,TK,Michigan
590ea263-0e13-49c8-8137-eafa5fd9b8ff,Ervin,D'Amore,12,Aquarius,2011-10-05,(066) 867-0640,Ervin54@hotmail.com,Bahrain,South Keenan,ST,Florida
24538087-be6b-4e64-a68d-041d29715910,Cynthia,Borer,13,Libra,2010-08-01,(370) 264-6226,Cynthia.Borer@yahoo.com,Martinique,North Zackarystad,IM,Wisconsin
6e21b690-27e5-4811-b937-4845ba8d7485,Henrietta,Graham,13,Virgo,2010-09-11,(618) 275-3449,Henrietta.Graham67@hotmail.com,Singapore,Kyleport,JO,Oregon
9a1e17d1-f0f6-4937-978a-207baa0d8fdf,Lindsey,Wolff,13,Virgo,2011-01-26,(261) 729-6366,Lindsey.Wolff@hotmail.com,Sweden,Watsicaborough,DJ,Maryland
b69da6e9-5b1d-44f8-9995-0e93341a3447,Edith,Gleichner,13,Taurus,2010-05-26,(505) 080-7498,Edith.Gleichner@yahoo.com,El Salvador,Handmouth,CL,Georgia
